StringIndex,NumberIndex
히어로보드게임카페 신촌점 창천동,877
스타벅스 답십리역점 답십리동,878
이디야커피 신당점 신당동,879
애프터워크클럽 문래동2가,880
젤라떼리아도도 송파동,881
카페투샷 중림동,882
반지카페8그램 역삼동,883
베질루르선셋에비뉴 월드타워점 신천동,884
카펜크레 성수동2가,885
큐브이스케이프 잠실점 잠실동,886
보드게임카페클루 응암동,887
아마스빈 대흥역점 염리동,888
오얏꽃 돈의동,889
더카페 가산이노플렉스점 가산동,890
더카페 독산이네스트점 독산동,891
토굽스커피 북가좌동,892
뮤어 상계동,893
소낙 자양동,894
스윗레시피 상계동,895
고카페 용산아이파크몰점 한강로3가,896
디퍼카페테리아 체부동,897
샌드커피논탄토 동교동,898
커피앤스쿱 성산동,899
크림슨젤라또 신사동,900
빽다방 창동역점 창동,901
데이원커피바 남영동,902
유스 계동,903
스타벅스 사당로데오점 방배동,904
스타벅스 서초우성사거리점 서초동,905
스타벅스 이마빌딩점 수송동,906
레오쥬스 당산점 당산동6가,907
어반디저트 마곡동,908
아야커피 역삼동,909
청년다방 강동역점 천호동,910
투썸플레이스 암사역점 암사동,911
원슈가데이 진관동,912
카페리카르도 리카르도 창전동,913
카페풀 연남동,914
CAPET 망원동,915
이디야커피 건대후문점 화양동,916
노아스로스팅 연희1호점 연희동,917
브라하 방배동,918
카페아사 응암동,919
이디야커피 구산사거리점 구산동,920
카페마블빈 역촌동,921
에일당 익선동,922
에스프레소바슈가 합정동,923
오가다 세라젬반포점 반포동,924
카페베네 논현역점 논현동,925
폴바셋 신세계백화점영등포점 영등포동4가,926
마크69 성수동1가,927
에롤파 성수동1가,928
달굼당 신대방동,929
빽다방반포고투몰2호점 반포고투몰2호점 반포동,930
치:와와 신당동,931
공차 연세암병원점 신촌동,932
소디스커피 봉천동,933
커피빈 상수역점 상수동,934
ST.535로스터리카페 ST.535로스터리 상도동,935
코너빈 노량진동,936
코랄밸리 상도동,937
감나무아래 하계동,938
눈타이드 청량리동,939
스타벅스노원마들역점 노원마들역점 상계동,940
카페인중독 노원점 하계동,941
하이제씨 동숭동,942
끼룩하우스 익선동,943
더리터 대림역점 대림동,944
모랩스튜디오 서교동,945
브라운시티 합정동,946
스타벅스 수유역점 번동,947
스타벅스 은평구청입구점 응암동,948
안다미로팬케이크 화양동,949
옥별정 하왕십리동,950
커피스터프 상봉동,951
커피빈 코리아신촌점 창천동,952
라떼킹 가로수길2호점 신사동,953
루프트커피 명동점 충무로2가,954
리브릭 성수동2가,955
바오밥 나무커피 신사동,956
발코니가든 동교동,957
성수빈티지 성수동1가,958
소르비 신사동,959
어느새봄 양재동,960
앙떼띠커피로스터리 대치동,961
커피펙토리 소격동,962
토마스커피 합정동,963
할리스 김포공항점 공항동,964
할리스커피 김포공항점 공항동,965
아텐데르 연희동,966
커피와사람들 홍대점 동교동,967
레어커피 여의도동,968
인솔커피 상수점 상수동,969
튀튀쿠키 누하동,970
오설록티하우스 성수동2가,971
키베이커리 성수동1가,972
카페폴 봉천동,973
콜린 서교동,974
설빙 강남역2호점 역삼동,975
커피베이 가산직영점 가산동,976
투썸플레이스양재역점 양재역점 양재동,977
카페(CAFE)4776 4776 대림동,978
카페4776 대림동,979
카페드센 대림동,980
카페아르크 아르크 사직동,981
BroomCoffee 서초동,982
커피나무 보라매역점 신길동,983
투썸플레이스 신촌연세로점 창천동,984
디닷커피 목동,985
북앤레스트 삼성동,986
소니도 당산동6가,987
자이온 염창동,988
하이 즈커피문정역점 문정동,989
히어로보드게임카페 홍대1호점 서교동,990
히어로보드게임카페 홍대2호점 동교동,991
예커피 개봉동,992
펠어커피 상도1동,993
카페알로하 양재동,994
남대문커피 마곡동,995
투썸플레이스 강서등촌한빛점 등촌동,996
밀랑스 대흥동,997
이리카페 상수점 상수동,998
아티제 역삼신라스테이점 역삼동,999
이디야커피 선릉사거리점 역삼동,1000
쥬씨역삼상록회관점 역삼상록회관점 역삼동,1001
오설록티하우스 소격동,1002
아워헤르츠 서초동,1003
엔트런스 서초동,1004
오르막길 봉천동,1005
알키미스타 응암동,1006
이일삼점 응암동,1007
필구커피 응암동,1008
공차 동대문종합시장점 종로6가,1009
공차 수유역점 수유동,1010
더로비 방학동,1011
벌스데이투미 연남동,1012
빽다방 쌍문세라믹점 쌍문동,1013
스타벅스연세백양로점 연세백양로점 신촌동,1014
커브드커피 종로3가,1015
컴포즈커피 방학신동아점 방학동,1016
한옥카페 남대문로4가,1017
오우야에스프레소바 마곡동,1018
오우야에스프레소바마곡 나루점 마곡동,1019
스타벅스 도산가로수길점 논현동,1020
스타벅스역삼럭키 역삼동,1021
할리스 태능입구역점 공릉동,1022
고호재롯데월드몰점 신천동,1023
무자비 남영동,1024
어니커피 송파동,1025
더코너스톤 독산동,1026
카페자작나무 독산동,1027
만랩커피 수서점 수서동,1028
스타벅스 길동역점 길동,1029
커피와이 문정동,1030
픽처레스크 자곡동,1031
더플롯커피 등촌동,1032
오버도즈 등촌동,1033
테이퍼드커피 등촌동,1034
테일러커피 연남동,1035
할리스커피 공덕경의선숲길점 염리동,1036
스타벅스광화문점 광화문점 세종로,1037
카페효제눅 연건동,1038
이디야커피 신촌숲아이파크점 신수동,1039
카페원캔 수유동,1040
카페이월 수유동,1041
카페샤넌 남영동,1042
디터틀 성북동,1043
성북동콩집 성북동,1044
스웨이커피스테이션 연희동,1045
아틀리에하모니 보문동5가,1046
더파이홀 창천동,1047
사주카페 서교동,1048
와플대학 영등포캠퍼스 영등포동4가,1049
페블스 연남동,1050
공차 건대스타시티점 자양동,1051
공차 성신여대점 동선동1가,1052
달리는커피 성신여대점 동선동1가,1053
더지 동선동3가,1054
맨케이브커피 동선동2가,1055
카페브릭스 정릉동,1056
파도의숲 삼선동5가,1057
라뚜셩트 갈현동,1058
메리트리 연남동,1059
소마커피 부암동,1060
Grit918 서초동,1061
메가엠지씨커피 독바위역점 불광동,1062
스타벅스구파발역점 구파발역점 진관동,1063
첫만남 명륜4가,1064
커피블랑 회기동,1065
캔다방 가산점 가산동,1066
디어로열 삼전동,1067
유로스커피로스터스센터필드점 역삼동,1068
쥬뗑뷔뜨 석촌동,1069
공차 송파파크하비오점 문정동,1070
더브리즈커피 문정동,1071
빽다방 잠실장미상가점 신천동,1072
월디커피로스터스 둔촌동,1073
이디야커피 문정문현점 문정동,1074
카페이안 청담동,1075
토다서초 서초동,1076
드플로허 한남동,1077
레귤러서비스커피숍 망원동,1078
블랙컵 노량진동,1079
북촌다방 화동,1080
스크렘 역삼동,1081
오른손푸드카페 봉천동,1082
오헨 여의도동,1083
무니 후암동,1084
안다르커피 창천동,1085
카페모노블럭 모노블록 서교동,1086
투썸플레이스 광흥창역점 창전동,1087
아티제청담제일점 청담제일점 청담동,1088
카페로드 방이동,1089
스타벅스 천호대로길동점 길동,1090
키커피컴퍼니 행당동,1091
토프레소 마장역점 마장동,1092
피어커피로스터스 성수동2가,1093
고양이정원 개화동,1094
커스텀요거트 흑석동,1095
플라타너스 나귀와 흑석동,1096
할리스커피 홍대입구역점 동교동,1097
카페무네 부암동,1098
쏘리에스프레소바 적선동,1099
메가엠지씨커피 염창역점 염창동,1100
컴포즈커피 신방화역점 마곡동,1101
파스쿠찌 까치산역점 화곡동,1102
스타벅스 등촌점 등촌동,1103
델리 아마폴라 역삼동,1104
매머드익스프레스 상봉동점 상봉동,1105
매머드익스프레스 영등포시장역점 영등포동7가,1106
스타벅스중랑구청점 중랑구청점 신내동,1107
아마폴라델리 강남점 역삼동,1108
아마폴라델리선릉점 선릉점 역삼동,1109
어썸밀 방화동,1110
스타벅스 홍대공항철도역점 동교동,1111
엔제리너스 서초대로점 서초동,1112
엔제리너스강남역점 강남역점 서초동,1113
테라로사 국립현대미술관점 소격동,1114
마비노스커피 상계동,1115
심플이즈더베스트 중화동,1116
카페류 신내동,1117
콰이트 상계동,1118
고디바광화문점 광화문점 세종로,1119
아재커피 북촌점 계동,1120
카페호이 자양동,1121
모듈러 후암동,1122
37.5 녹번점 녹번동,1123
꾸까 이마트월계점 월계동,1124
스타벅스중계역점 중계역점 상계동,1125
카페러슬 구의동,1126
커피마마퀸 암사역점 암사동,1127
소마드로잉카페 건대입구점 화양동,1128
카페보니또 사당점 남현동,1129
토프레소 남현점 남현동,1130
그레이랩 합정동,1131
만랩커피동평화패션타운점 신당동,1132
투썸플레이스 동묘앞역점 창신동,1133
미스터리룸이스케이프 강남점 서초동,1134
발도스커피 목동점 목동,1135
셜록홈즈 강남2호점 서초동,1136
커피스미스 이태원점 이태원동,1137
콘레드커피 노량진동,1138
바틀브로스 하월곡동,1139
스토피아스터디카페 월곡센터 하월곡동,1140
아이코드델리카페 하월곡동,1141
모리커피 대학로점 동숭동,1142
수완카페앤베이커리 자양동,1143
스트렝스커피 연건동,1144
알티프로젝트 동숭동,1145
카페랑솜 명륜4가,1146
카페윤잇 신사동,1147
컴포즈커피 마포성산시영점 성산동,1148
티룸 성수동1가,1149
파스쿠찌 서대문역점 미근동,1150
미노스 신사동,1151
타코앤코 논현동,1152
스타벅스 서울숲역점 성수동1가,1153
카페 언덕길 월계동,1154
79파운야드 도산공원점 신사동,1155
듀윗 연남동,1156
식물학 용산아이파크몰점 한강로3가,1157
아티제 메세나폴리스점 서교동,1158
커피마켓 화양동,1159
오이스터 후암동,1160
멜로우시티3rd 전농동,1161
스타벅스 고대점 안암동5가,1162
스타벅스 왕십리역점 도선동,1163
그린머그 구로동,1164
언더그라운드커피웍스 정릉동,1165
카페 솔샘771 정릉동,1166
카페 전농주택 전농동,1167
클류치 명륜3가,1168
스타벅스 갤러리아팰리스점 잠실동,1169
청키파이 대현동,1170
체크인 석촌동,1171
MEGACOFFEE메가커피 동소문점 동선동4가,1172
그로우랩스터디카페동대문 휘경점 휘경동,1173
매머드커피장교빌딩점 장교동,1174
버블티킹신촌점 신촌점 창천동,1175
앤디앤쌤 연희동,1176
설빙 묵동점 묵동,1177
에무 신문로2가,1178
더브레드블루 신촌본점 노고산동,1179
스타벅스경복궁역 통의동,1180
대루커피 합정동,1181
아파트먼트기룬 장충동2가,1182
키시미뇽 서교동,1183
투썸플레이스 건대스타시티점 자양동,1184
아티제 외대점 이문동,1185
전광수커피 고대점 안암동5가,1186
전광수커피하우스 고려대점 안암동5가,1187
토프레소 월곡화랑점 하월곡동,1188
투썸플레이스 소공로북창점 북창동,1189
스타벅스 서울역동자동점 동자동,1190
커피휘엘 논현동,1191
프라우커피 당산동4가,1192
먼치스앤구디스 성수동2가,1193
레스트어와일 신대방동,1194
히포커피 대학동점 신림동,1195
당케커피 한강로2가,1196
레레플레이 황학동,1197
카페커디 마곡동,1198
빽다방 명지대 홍은동,1199
청년다방 홍제역점 홍제동,1200
커피컵 종로3가,1201
공차 잠실학원사거리점 삼전동,1202
먼셀커피 이태원동,1203
무스커피 방이동,1204
카페이클립스 석촌동,1205
바마셀 원효로1가,1206
스타벅스 용산리첸시아점 원효로1가,1207
프루프인더커피 이태원동,1208
익선잡방 익선동,1209
스타벅스신촌점 신촌점 창천동,1210
룰커피 서초동,1211
Malacca 당산동3가,1212
더치앤빈 문래점 문래동3가,1213
메가엠지씨커피문래에이스 하이테크점 문래동3가,1214
스타벅스 문래역점 문래동3가,1215
스타벅스 화곡DT점 화곡동,1216
매머드커피 동국대점 필동3가,1217
스타벅스 동국대점 충무로5가,1218
텐더리커피엔디저트 연남동,1219
파인콘 화동,1220
943킹스크로스 서교동,1221
닥터로빈목동점 목동점 목동,1222
바그다드카페 신정동,1223
빙달 관악점 봉천동,1224
인생커피 신림동,1225
모뉴먼트커피 성내동,1226
비엔나커피하우스서울숲역점 성수동1가,1227
투썸플레이스 강동역점 천호동,1228
금남커퓌 상계동,1229
물레 상계동,1230
키오스크 망원동,1231
페그로스터스 서교동,1232
푸르딩 서교동,1233
비단콤마브런치 상도동,1234
내맘대로폰케이스 홍대점 서교동,1235
아이엠카페 신림동,1236
요크 신림동,1237
카페게이트 상암DMC점 상암동,1238
빌리엔젤강남 역삼동,1239
커피빈 코리아반포엘루체점 반포동,1240
디저트39 대방점 대방동,1241
탐앤탐스 강남면허점 대치동,1242
루나틱커피 동교동점 동교동,1243
만랩커피 영등포구청점 당산동3가,1244
카페 크로와플마침내 냉천동,1245
커피랩 서교동,1246
식물관PH 수서동,1247
파브리끄 양재점 서초동,1248
카페그리다 정릉동,1249
네시사분 연남동,1250
번트 안암동2가,1251
시간공방 종로점 관철동,1252
와플대학 한성대캠퍼스 삼선동2가,1253
카페 럭키바 삼선동5가,1254
두더지손 당산동6가,1255
코타티 성수점 성수동1가,1256
라이터스커피 상계동,1257
사이커피바 방학동,1258
세라젬웰카페 쌍문점 쌍문동,1259
실라커피 성북동,1260
에이폰드 수유동,1261
엔트런스 논현동,1262
이디야커피 창동블루핀점 창동,1263
카페방학 방학동,1264
케냐키암부 이태원동,1265
탐앤탐스 창동본점 창동,1266
티끌 쌍문동,1267
파스쿠찌 성신여대점 동선동4가,1268
파스쿠찌 창동점 창동,1269
달냥 녹번동,1270
비건카페달냥 녹번동,1271
그굴 행당동,1272
설빙 서울마곡나루점 마곡동,1273
올티드 가락동,1274
올티드커피 가락동,1275
커피바이 잠실동,1276
투썸플레이스 송파구청사거리점 방이동,1277
티에리 마곡동,1278
카페우디 충무로점 충무로3가,1279
오타르 익선동,1280
고품격커피공장 둔촌동역점 성내동,1281
이디야커피 둔촌점 성내동,1282
인조이더주스 성내동,1283
시드누아 중곡점 중곡동,1284
도토루커피오스 성수동2가,1285
모어쿠키 연남동,1286
셀렉토커피 종암사거리점 종암동,1287
아우트리거커피 하월곡동,1288
앙시엔 하월곡동,1289
엔젤리너스미아삼거리 미아동,1290
빽다방 상봉역점 상봉동,1291
서울창업카페 상봉점 상봉동,1292
이디야커피 중랑역점 상봉동,1293
위위위베이크샵 봉천동,1294
할리스 오류동역점 오류동,1295
낙랑파라 아현점 북아현동,1296
요거프레소 북아현점 북아현동,1297
스타벅스 충무로역점 필동2가,1298
투썸플레이스 충무로역점 필동2가,1299
할리스 충무로점 필동2가,1300
카페라니 성수동2가,1301
앤스 연남동,1302
앤스커피클럽 연남동,1303
스타벅스방이역점 방이역점 오금동,1304
옐로우버터드림 봉천동,1305
아마스빈 마포역점 도화동,1306
탐앤탐스 마포도화점 도화동,1307
투썸플레이스 마포역점 도화동,1308
코발트무드 연남동,1309
투썸플레이스 목동하이페리온점 목동,1310
투썸플레이스등촌로점 등촌로점 등촌동,1311
할리스 목동예술인회관점 목동,1312
놀숲 충무로동국대점 충무로5가,1313
파스쿠찌 장안사거리점 장안동,1314
스타벅스코엑스사거리점 코엑스사거리점 삼성동,1315
컴포즈커피 강남역센트럴애비뉴점 역삼동,1316
클로리스티룸 코엑스점 삼성동,1317
한남베르그도산 신사동,1318
가베5225 당산동6가,1319
피숑 노량진동,1320
클라우즈비 도곡동,1321
핀카페 반포동,1322
소프레소 삼성동,1323
카페안나 청담동,1324
10인치샌드위치&커피 봉천동,1325
모쿠816 신림점 봉천동,1326
스타벅스 석촌역점 석촌동,1327
설빙 구로고척점 고척동,1328
이디야커피 고척스카이돔점 고척동,1329
이디야커피 메르디앙고척점 고척동,1330
노아스로스팅 연희동,1331
이디야커피 명지대점 남가좌동,1332
공차신촌연세로점 신촌연세로점 창천동,1333
이디야커피 화곡중앙점 화곡동,1334
카페인싸 화곡동,1335
컴포즈커피 화곡우장초점 화곡동,1336
백씨네콩다방 회기동,1337
보드게임카페홈즈앤루팡 건대점 화양동,1338
스타벅스 상봉역점 상봉동,1339
언차일드 휘경동,1340
투썸플레이스 망우점 망우동,1341
투썸플레이스커피경희대점 커피경희대점 회기동,1342
구의동소극장 구의동,1343
암스퀘어커피로스터스 구의동,1344
원즈커피 구의동,1345
이노블스터디카페잠실삼전역점 삼전동,1346
카페비잔 신당동,1347
카페오로시 자양동,1348
커피베이 아차산역점 중곡동,1349
커피베이 중곡점 중곡동,1350
반지대학 홍대본점 서교동,1351
제이엘디저트바 한남동,1352
진심커피 오목교점 신정동,1353
로덴드론 동교동,1354
앙떼띠 방이동,1355
킹이 천호동,1356
버글러 중곡동,1357
이디야커피 구의자양로점 구의동,1358
카페긴고랑길 중곡동,1359
트리거커피 중곡동,1360
디저트39 교대점 서초동,1361
스타벅스 서울대입구역점 봉천동,1362
카페이야기 이야기 신림동,1363
쥬씨 신촌점 창천동,1364
귀천 관훈동,1365
비비브라운 청담동,1366
카페밀브리지 역삼동,1367
헤븐리가든 상도동,1368
오브너리 갈월동,1369
을의커피 청파동2가,1370
감성커피 암사역점 암사동,1371
설빙 명일점 명일동,1372
카페파이나무 명일동,1373
공차중앙대점 흑석동,1374
"그리고스튜디오,흑석커피 흑석동",1375
스타벅스 중앙대점 흑석동,1376
디저트39 구로디지털단지역점 구로동,1377
디저트39 금천시흥점 시흥동,1378
카페eliot 신림동,1379
1월의윤슬 내발산동,1380
스타벅스 화곡동점 화곡동,1381
카페파쉬노 합정동,1382
신양로스터스 송파동,1383
로맨틱타임 서초동,1384
스타벅스남부터미널2점 남부터미널2점 서초동,1385
이디야커피 함지박사거리점 방배동,1386
권자Kwonja 신사동,1387
미제 역촌동,1388
프로즌빈 신사동,1389
곤트란쉐리에 금천구청역점 시흥동,1390
베이크디 독산동,1391
빌리엔젤 마리오아울렛점 가산동,1392
스타벅스 금천독산점 독산동,1393
와플대학 강남역지하상가캠퍼스 역삼동,1394
투썸플레이스 금천롯데캐슬골드파크점 독산동,1395
투썸플레이스 이대역점 대현동,1396
이디야커피 까치산로점 화곡동,1397
할리스커피 공덕점 공덕동,1398
공차서울대입구역점 서울대입구역점 봉천동,1399
꿈꾸는리틀피플 정릉동,1400
라떼또뜨 방배동,1401
스타벅스 몬테소리점 서초동,1402
스타벅스석촌역 석촌역 석촌동,1403
커피나인 답십리동,1404
604서울 망원동,1405
멧커피 서교동,1406
버터룸 숭인동,1407
트랙26 망원동,1408
포트레이트커피바 망원동,1409
피알커피클럽 망원동,1410
쥬씨인헌 시장점 봉천동,1411
투썸플레이스 사당역로데오점 방배동,1412
스타벅스 마리오아울렛점 가산동,1413
스타벅스 이촌역점 용산동5가,1414
녹사다리 이태원동,1415
청년다방 롯데월드점 잠실동,1416
카페로이 연희동,1417
커피에반하다 구로오류점 오류동,1418
히어로스터 신도림동,1419
스타벅스 오류동역점 오류동,1420
이디야커피 대림역점 대림동,1421
고양이똥3 등촌동,1422
오버도즈커피 2호점 등촌동,1423
이디야커피 가재울중앙점 남가좌동,1424
청년다방 가재울점 남가좌동,1425
이디야커피 건대스타시티점 자양동,1426
그린레시피 논현동,1427
디저트39 강남역점 서초동,1428
디저트39 학동역점 논현동,1429
영인성 논현동,1430
카페8월 반포동,1431
카페드빈티지 역삼점 역삼동,1432
카페로코 역삼동,1433
카페희다 반포동,1434
컴앤쉽 논현동,1435
도렐 육지3호점 성수동2가,1436
이디야커피 올림픽프라자점 방이동,1437
프로퍼커피바 오금동,1438
모닝그루브 성내동,1439
커피방 성내동,1440
앨리스토리커피볶는집 양재동,1441
양재천커피볶는집 양재동,1442
커피볶는집 엘리스토리 양재동,1443
마마즈돌 연남동,1444
수유리조트 수유동,1445
스타벅스명동길점 명동길점 충무로2가,1446
스타벅스종로수송점 종로수송점 청진동,1447
아아수혈 세종대점 군자동,1448
청년다방 신촌점 대현동,1449
플리파커피 문정동,1450
가비애 서교동,1451
더벤티 성신여대점 동선동1가,1452
베브릿지 성신여대점 동선동1가,1453
빽다방 상왕십리역점 하왕십리동,1454
스타벅스 목동7단지점 목동,1455
웨스트빙고 사당동,1456
커피빈 코리아고대안암역점 안암동5가,1457
커피프롬 동소문동7가,1458
투썸플레이스 아리랑힐호텔점 동선동4가,1459
투썸플레이스 압구정역점 신사동,1460
팔공티 이대점 대현동,1461
할리스커피 왕십리역점 행당동,1462
카페연무장 연무장 성수동2가,1463
원웨이 중곡동,1464
카페보케 이태원동,1465
파이오니어커피 성내동,1466
랑데자뷰 석촌호수점 삼전동,1467
선릉마실길 삼성동,1468
스타벅스 숭례문점 남대문로5가,1469
스타벅스석촌서호점 석촌서호점 삼전동,1470
슬리핑피쉬 봉천동,1471
카페 희다서울대입구역점 봉천동,1472
램미커피 충정로3가,1473
알로할로 망원동,1474
지오바네커피 역삼동,1475
카페플럼 대치동,1476
파퓰러커피 논현동,1477
카페르뮤즈 효자동,1478
녹원 회기동,1479
미네르바 창천동,1480
투썸플레이스 상일동역점 상일동,1481
이디야커피 대청역점 개포동,1482
꼬메노 화양동,1483
비마이크림 화양동,1484
새퍼커피 방배동,1485
컨딩커피 화양동,1486
컵인더스튜디오 화양동,1487
팬더스윗 화양동,1488
TRESSED 잠실동,1489
디스베리데이 대조동,1490
뚜띠에 가양동,1491
발루토피비 이태원동,1492
페이퍼마쉐 서린동,1493
더벤티 마곡나루역점 마곡동,1494
베러댄와플 마곡점 마곡동,1495
빽다방 마곡나루역북부점 마곡동,1496
에슬로우커피 공릉점 공릉동,1497
누아쥬 봉천동,1498
인파라다이스 봉천동,1499
컴포즈커피관악구청점 봉천동,1500
쿼터커피 봉천동,1501
만랩커피 강남역점 역삼동,1502
오우야에스프레소바 해방촌점 용산동2가,1503
헤일우드 홍제동,1504
노모먼트nomoment 합정동,1505
북커스 평창동,1506
피앤티스퀘어 종로2가,1507
둥둥카롱 대치동,1508
위드커피 상도1동,1509
카페 라떼떼대치점 대치동,1510
모먼트인 등촌동,1511
왓더독 마곡동,1512
커피바리아르 화곡동,1513
설빙 노량진점 노량진동,1514
모스가든 논현동,1515
커피베이 상월곡역점 석관동,1516
날쌘카페 마곡점 내발산동,1517
이디야커피 목3동점 목동,1518
이디야커피 목동파리공원점 목동,1519
멜로워 성수동2가,1520
카페어퍼콜라보 어퍼콜라보 한남동,1521
투썸플레이스 월곡역코업스타점 하월곡동,1522
너에게커피 신림동,1523
카페게이트 신사로점 신림동,1524
랭스터디카페 신촌점 창천동,1525
버터하우스 동선동4가,1526
스타벅스 강남대로점 역삼동,1527
마이버터드림 안암동2가,1528
라그린 정동,1529
카페 별뜨락 청운동,1530
카페디 평창동,1531
해머스미스커피 삼성점 삼성동,1532
해머스미스커피삼성 선정릉역점 삼성동,1533
온미반&마키아티 역삼동,1534
헤이븐 창성동,1535
덕희커피 합정동,1536
롱앤쇼트 홍제동,1537
이디야커피 청담역점 청담동,1538
화양과자 화양동,1539
투썸플레이스 문정KD70점 문정동,1540
홀스베이크 회기동,1541
투썸플레이스 여의도점 여의도동,1542
퍼스커피 마곡동,1543
할리스커피 반포점 반포동,1544
빽다방종암사거리점 종암사거리점 종암동,1545
가빈커피 창천동,1546
굿커피 충정로점 중림동,1547
스타벅스 신촌아트레온점 창천동,1548
정다방 망원동,1549
다쿠아랑 율현동,1550
카페두레브 두레브 세곡동,1551
고양이다락방 창천동,1552
스타벅스 상명아트홀점 동숭동,1553
스타벅스 신사가로수점 신사동,1554
스타벅스구산역점 구산역점 대조동,1555
읍천리382 응암점 응암동,1556
투썸플레이스 예술의전당점 서초동,1557
디니케이크 신공덕동,1558
엘리14 봉천동,1559
차니베어스테이션 연남동,1560
오앤디 휘경동,1561
비건마마 봉천동,1562
메가엠지씨커피 신정역점 신정동,1563
이디야커피 목4동점 목동,1564
이디야커피 오목교대학학원점 목동,1565
원앤온리커피 대현동,1566
투썸플레이스 강남일원점 일원동,1567
스타벅스 명동남산 남산동3가,1568
투썸플레이스 명동L7점 충무로2가,1569
성수지앵협동조합 성수동1가,1570
카페 디자이너리 신림동,1571
안밀 봉천동,1572
방배목장 방배동,1573
스케일즈커피 방배동,1574
카페희다 마곡점 마곡동,1575
디스탕게 상수동,1576
띵똥와플 청파동2가,1577
카페데코믹스 홍대점 서교동,1578
코오피앤미 미아동,1579
이스트우드 도림동,1580
갤러리소연카페 갤러리소연 권농동,1581
일레브커피 동소문동3가,1582
스타벅스 가산에스케이점 가산동,1583
카페더루쓰 불광동,1584
카페온더문 홍제동,1585
메가엠지씨커피 전농동아점 전농동,1586
키친205 롯데월드몰점 신천동,1587
던전101 서교동,1588
마스터키 건대로데오점 자양동,1589
이스케이퍼스 2호점 서교동,1590
스타벅스 양재강남빌딩R점 도곡동,1591
투썸플레이스 동교동삼거리점 창천동,1592
할리스커피 홍대역2번출구점 동교동,1593
모서리에커피집 화양동,1594
카페로 구의동,1595
프롬하츠커피 성신여대역점 동선동4가,1596
콘띠오 양재동,1597
스모 어디저트카페 목동,1598
카페21G 21G 진관동,1599
카페달롭 갈현동,1600
카페마마스잠실점 마마스잠실점 신천동,1601
다시사랑받개 신내동,1602
망우다방&일상맥주 망우동,1603
우주라이크커피 신내점 신내동,1604
쿠미카페 망우동,1605
MMN 청담동,1606
베키아에누보 강남점 반포동,1607
스타벅스 방배로점 방배동,1608
스타벅스 방배역점 방배동,1609
스타벅스 신사역점 논현동,1610
스타벅스 천호역점 성내동,1611
이디야커피 애오개역점 아현동,1612
스타벅스 방배점 방배동,1613
투썸플레이스 강남역삼로점 역삼동,1614
투썸플레이스 노원공릉점 공릉동,1615
더벤티 신당점 신당동,1616
디어쿠키 합정동,1617
만랩커피마곡역점 마곡역점 마곡동,1618
모자이크 신당동,1619
바이앤드커피 서교동,1620
발트일 연남동,1621
신촌로스팅라이브러리 창천동,1622
이바머스커피 대흥동,1623
증가로커피공방 남가좌동,1624
캘브커피 성산동,1625
커피가게동경 연희점 연희동,1626
투썸플레이스 마포망원점 망원동,1627
플랫커피 공릉동,1628
해피니스디저트 자양동,1629
헤비사이드 북아현동,1630
투썸플레이스 마포연남점 연남동,1631
인핸스커피 둔촌본점 성내동,1632
스타벅스 낙성대역점 봉천동,1633
스타벅스 영등포본동점 영등포동3가,1634
청년다방 강변점 구의동,1635
파스쿠찌신촌연세대점 신촌연세대점 창천동,1636
스타벅스 샛강역점 여의도동,1637
스타벅스 여의도역점 여의도동,1638
쎄븐스퀘어 태평로2가,1639
루터커피 옥천동,1640
스타벅스삼성교점 삼성교점 대치동,1641
스타벅스천호로데오점 천호로데오점 천호동,1642
화이트펜슬스터디카페 광장점 구의동,1643
이디야커피 신논현점 반포동,1644
할리스 백석예술대점 방배동,1645
컵앤커피 신림동,1646
루즈도어 합정동,1647
저스트단비 서교동,1648
크리미디저트 송파동,1649
설빙 가양점 등촌동,1650
아로이커피 홍은벽산점 홍은동,1651
이디야커피 마곡퀸즈파크9점 마곡동,1652
더카페 구로우림이비지센터1차점 구로동,1653
망원동티라미수 약수점 신당동,1654
멀티익스프레스커피 종로2가,1655
메가엠지씨커피 종각역점 종로2가,1656
메가엠지씨커피 청구역점 신당동,1657
사평커피 신당동,1658
아재커피 종로구청점 청진동,1659
오슬랑커피 금호동1가,1660
컴포즈커피 신당역점 신당동,1661
스타벅스 잠실시그마타워점 신천동,1662
짝꿍제과 성내동,1663
토팡가커피 성내동,1664
재미난조각가 압구정점 신사동,1665
카페큐브 현대백화점디큐브점 신도림동,1666
이디야커피 홍대중앙점 서교동,1667
이디야커피 신촌그랑자이점 대흥동,1668
커피상담원 마곡동,1669
누리정 상암동,1670
커피공작소 송파동,1671
고디바_ 가로수길점 신사동,1672
로와이드 성수동1가,1673
쓰리닷츠 마장동,1674
앙뿌 봉천동,1675
멜팅쿠키하우스 대치동,1676
커피홀 릭엠카롱 하월곡동,1677
위스위츠 성수동2가,1678
크래프티 봉천동,1679
클레르연남 연남동,1680
할리스 가산디지털단지점 가산동,1681
할리스커피 가산점 가산동,1682
고잉홈 망원동,1683
에스크투데이 연희동,1684
메가엠지씨커피 서울역점 동자동,1685
메가엠지씨커피 성북구청점 삼선동5가,1686
빽다방 길음역점 길음동,1687
우리행성 상계동,1688
투썸플레이스 한성대입구역점 동소문동2가,1689
금옥당 인사점 관훈동,1690
로이터커피셸터 필동3가,1691
