search_name,address,road_address,near_station,station_distance,total_review,"""커피가 맛있어요""","""친절해요""","""음료가 맛있어요""","""디저트가 맛있어요""","""매장이 청결해요""","""대화하기 좋아요""","""집중하기 좋아요""","""인테리어가 멋져요""","""좌석이 편해요""","""화장실이 깨끗해요""","""특별한 메뉴가 있어요""","""가성비가 좋아요""","""뷰가 좋아요""","""주차하기 편해요""","""사진이 잘 나와요""",cafe
커피스미스 도봉역점,도봉동,서울 도봉구 도봉로152가길 176,1도봉역,22.0,134,64.0,36.0,31.0,23.0,17.0,20.0,21.0,14.0,12.0,7.0,6.0,7.0,7.0,2.0,2.0,커피스미스 도봉역점 도봉동
엔제리너스 대학동점,신림동,서울 관악구 호암로26길 40,신림서울대벤처타운역,299.0,69,43.0,10.0,7.0,8.0,5.0,1.0,9.0,2.0,2.0,4.0,3.0,2.0,1.0,0.0,0.0,엔제리너스 대학점 신림동
커피투어 경복궁점,내자동,서울 종로구 자하문로 1,3경복궁역,13.0,138,99.0,36.0,23.0,7.0,7.0,5.0,5.0,5.0,2.0,1.0,7.0,13.0,3.0,0.0,1.0,커피투어 내자동
아마츄어작업실 광장시장점,종로5가,서울 종로구 대학로1길 31 1층,1종로5가역,170.0,154,84.0,35.0,53.0,57.0,12.0,43.0,24.0,0.0,11.0,4.0,50.0,0.0,7.0,0.0,38.0,광장커피 종로5가
할리스 신림사거리점,신림동,서울 관악구 남부순환로 1599-3,2신림신림역,122.0,414,9.0,0.0,6.0,60.0,57.0,50.0,47.0,16.0,60.0,34.0,29.0,16.0,3.0,1.0,9.0,할리스커피 신림사거리점 신림동
아마스빈 안국역점,재동,서울 종로구 북촌로 2,3안국역,7.0,143,53.0,36.0,74.0,9.0,8.0,1.0,1.0,2.0,0.0,0.0,13.0,34.0,1.0,0.0,2.0,아마스빈안국역점 안국역점 재동
메가MGC커피 대학점,신림동,서울 관악구 호암로26가길 2,신림서울대벤처타운역,201.0,403,5.0,37.0,49.0,17.0,9.0,2.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,메가커피대학점 대학점 신림동
투썸플레이스 묵동자이점,묵동,서울 중랑구 동일로 932 묵동자이아파트,7먹골역,216.0,270,9.0,60.0,63.0,3.0,30.0,25.0,17.0,13.0,16.0,3.0,21.0,14.0,3.0,10.0,0.0,투썸플레이스묵동자이점 묵동자이점 묵동
쥬씨 선유도역점,양평동4가,서울 영등포구 양평로 117-1,9선유도역,25.0,301,0.0,54.0,2.0,14.0,8.0,3.0,1.0,0.0,0.0,0.0,21.0,87.0,0.0,0.0,0.0,쥬씨 선유도역점 양평동4가
매카이,양평동2가,서울 영등포구 영등포로5길 46,5양평역,163.0,27,16.0,14.0,8.0,6.0,1.0,7.0,6.0,8.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,매카이 양평동2가
카페가토,마곡동,서울 강서구 마곡동로 62,5발산역,442.0,260,1.0,62.0,87.0,79.0,34.0,37.0,4.0,63.0,15.0,1.0,14.0,24.0,31.0,3.0,25.0,카페가토 마곡동
카페5번출구,이문동,서울 동대문구 외대역동로27길 82,1신이문역,14.0,11,10.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,5번출구 이문동
더욱 커피,창전동,서울 마포구 서강로1길 16,6광흥창역,176.0,57,47.0,15.0,16.0,14.0,7.0,6.0,2.0,19.0,2.0,1.0,7.0,9.0,2.0,0.0,1.0,더욱커피 창전동
킨더프레스 에스프레소 바 성수뚝섬점,성수동1가,서울 성동구 왕십리로14길 17 1층 킨더프레스 에스프레소 바 성수뚝섬점,2뚝섬역,158.0,19,15.0,7.0,4.0,2.0,6.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,킨더프레스 성수점 성수동1가
이디야국민대점,정릉동,서울 성북구 정릉로9라길 8,우이신설북한산보국문역,724.0,31,16.0,2.0,6.0,3.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,5.0,4.0,1.0,0.0,이디야커피 국민대점 정릉동
쥬씨 상명대점,홍지동,,,,25,0.0,16.0,20.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,쥬시상명대점 상명대점 홍지동
스타벅스 합정점,합정동,서울 마포구 월드컵로1길 14,26합정역,76.0,1270,0.0,7.0,4.0,1.0,3.0,5.0,82.0,64.0,58.0,26.0,48.0,29.0,14.0,34.0,17.0,스타벅스 합정점 합정동
라루라루,등촌동,서울 강서구 공항대로59길 42 1층 라루라루,9등촌역,219.0,43,25.0,10.0,15.0,2.0,3.0,5.0,0.0,2.0,0.0,1.0,4.0,10.0,2.0,0.0,3.0,라루라루 등촌동
선유도커피집,대치동,서울 강남구 삼성로 212 은마아파트 은마상가 A동 지하 31호,3대치역,10.0,32,29.0,9.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,7.0,0.0,3.0,0.0,선유도커피집은마 대치동
탐앤탐스 용산아이파크몰점,한강로3가,서울 용산구 한강대로23길 55 테이스티파크 4층,1경의중앙용산역,99.0,438,5.0,85.0,3.0,64.0,39.0,60.0,16.0,10.0,22.0,19.0,16.0,27.0,9.0,26.0,7.0,탐앤탐스 용산아이파크몰점 한강로3가
포트오브모카 용산보광점,보광동,서울 용산구 보광로 49 1층,6이태원역,816.0,22,13.0,7.0,9.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,포트오브모카보광점 보광점 보광동
이디야커피 화곡중앙시장점,화곡동,서울 강서구 가로공원로76길 61,25까치산역,936.0,124,77.0,46.0,25.0,19.0,13.0,15.0,9.0,4.0,11.0,2.0,5.0,26.0,0.0,0.0,2.0,이디야커피 화곡중앙시장점 화곡동
버스커,자양동,서울 광진구 아차산로 262,27건대입구역,456.0,105,46.0,27.0,14.0,1.0,8.0,3.0,1.0,5.0,4.0,3.0,4.0,50.0,1.0,5.0,0.0,버스커 자양동
소마 커피,부암동,,,,74,57.0,23.0,12.0,5.0,3.0,6.0,4.0,18.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,소마커피 부암동
맥코이 연남,연남동,서울 마포구 성미산로 147,2공항경의중앙홍대입구역,713.0,186,4.0,32.0,24.0,27.0,11.0,19.0,6.0,71.0,2.0,1.0,21.0,4.0,8.0,1.0,28.0,맥코이커피 연남동
웜블루,양평동4가,서울 영등포구 양평로 112,9선유도역,120.0,36,23.0,6.0,12.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,웜블루 양평동4가
빽다방 태평로점,태평로2가,서울 중구 세종대로 82,12시청역,102.0,204,91.0,43.0,45.0,14.0,10.0,0.0,0.0,2.0,1.0,0.0,11.0,66.0,0.0,0.0,1.0,빽다방태평로점 태평로점 태평로2가
커넥트투,신천동,서울 송파구 올림픽로 300 지상1층 CONNECT TO,28잠실역,14.0,283,2.0,73.0,50.0,46.0,49.0,56.0,9.0,4.0,50.0,0.0,14.0,10.0,3.0,3.0,19.0,커넥트투 롯데월드몰점 신천동
달리는커피 문정법조타운점,문정동,서울 송파구 송파대로 145 오벨리스크103호,8문정역,299.0,66,16.0,20.0,11.0,9.0,8.0,4.0,0.0,2.0,0.0,1.0,15.0,21.0,1.0,0.0,1.0,달리는커피문정 법조타운점 문정동
카페케렌시아씨앤씨,잠원동,서울 서초구 신반포로 205 반포쇼핑센터 6동 1층,379고속터미널역,156.0,44,26.0,10.0,11.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,5.0,13.0,0.0,1.0,0.0,CafeQuerenciaC&C 잠원동
드리체커피,대치동,서울 강남구 선릉로90길 68,2수인분당선릉역,470.0,71,57.0,22.0,25.0,4.0,15.0,3.0,2.0,6.0,1.0,1.0,5.0,16.0,1.0,0.0,4.0,드리체커피 대치동
쥬스식스 이수역점,사당동,서울 동작구 동작대로27길 8,47이수역,120.0,50,0.0,13.0,32.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,0.0,쥬스식스이수역점 이수역점 사당동
디초콜릿커피 여의도IFC몰점,여의도동,서울 영등포구 국제금융로 10 지하 1층 (155호),59여의도역,454.0,580,2.0,91.0,5.0,6.0,41.0,14.0,6.0,9.0,0.0,1.0,33.0,2.0,6.0,15.0,5.0,디초콜릿커피 &여의도IFC몰점 여의도동
토프레소 상계3동점,상계동,서울 노원구 덕릉로112길 48,4당고개역,616.0,34,9.0,6.0,5.0,3.0,0.0,8.0,3.0,1.0,3.0,1.0,0.0,3.0,2.0,0.0,1.0,토프레소 상계3동점 상계동
폴바셋 뉴코아 아울렛 강남점,잠원동,서울 서초구 잠원로 51 뉴코아아울렛 2관 1층,7반포역,331.0,506,0.0,67.0,8.0,96.0,44.0,43.0,11.0,12.0,24.0,3.0,42.0,14.0,10.0,45.0,3.0,폴바셋뉴코아강남점 뉴코아강남점 잠원동
스타벅스 강남오거리점,역삼동,서울 강남구 봉은사로2길 39,9신분당신논현역,226.0,948,8.0,4.0,6.0,0.0,1.0,95.0,68.0,37.0,57.0,44.0,32.0,30.0,15.0,2.0,8.0,스타벅스강남오거리점 강남오거리점 역삼동
투썸플레이스 답십리사거리점,답십리동,서울 동대문구 답십리로 150,5답십리역,967.0,571,2.0,73.0,3.0,4.0,67.0,72.0,44.0,24.0,49.0,18.0,31.0,20.0,4.0,3.0,7.0,투썸플레이스 답십리사거리점 답십리동
카페시그널,휘경동,서울 동대문구 망우로18가길 23 1층103호 카페시그널,1경의중앙경춘회기역,356.0,70,54.0,20.0,29.0,30.0,15.0,7.0,13.0,16.0,9.0,5.0,7.0,8.0,1.0,0.0,3.0,카페시그널 휘경동
이디야커피 하계온천점,하계동,서울 노원구 노원로 257,7하계역,913.0,360,9.0,58.0,68.0,32.0,39.0,44.0,19.0,7.0,36.0,4.0,8.0,52.0,2.0,7.0,4.0,이디야커피 하계온천점 하계동
그라운드 오리진,율현동,,,,26,16.0,3.0,9.0,6.0,6.0,5.0,1.0,5.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,그라운드오리진 율현동
나이브커피,청담동,서울 강남구 압구정로79길 39,수인분당압구정로데오역,931.0,64,42.0,15.0,11.0,7.0,5.0,5.0,3.0,6.0,3.0,1.0,4.0,1.0,2.0,1.0,2.0,나이브 청담동
키웨스트커피 화랑대역점,공릉동,서울 노원구 노원로1길 67 대덕프라자,6화랑대역,58.0,180,97.0,41.0,33.0,19.0,23.0,43.0,17.0,13.0,11.0,5.0,4.0,8.0,9.0,8.0,1.0,키웨스트커피화랑대역점 화랑대역점 공릉동
강아지대학로,동숭동,서울 종로구 대학로12길 92 지하1층,4혜화역,288.0,57,3.0,20.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,강아지대학로 동숭동
시드누아 중곡점,중곡동,서울 광진구 천호대로127길 44 B1F,5아차산역,378.0,223,95.0,30.0,42.0,57.0,48.0,55.0,19.0,61.0,47.0,19.0,8.0,4.0,4.0,14.0,9.0,시드누아 중곡점 중곡동
베키아에누보 강남점,반포동,서울 서초구 신반포로 176 신세계백화점 강남점 1M 메짜닌층,379고속터미널역,344.0,95,49.0,20.0,22.0,39.0,16.0,12.0,1.0,20.0,0.0,1.0,24.0,1.0,0.0,6.0,5.0,베키아에누보 강남점 반포동
스타벅스 가산디지털단지역점,가산동,서울 금천구 벚꽃로 298,17가산디지털단지역,16.0,1214,7.0,3.0,5.0,8.0,8.0,92.0,48.0,60.0,53.0,25.0,37.0,25.0,16.0,28.0,15.0,스타벅스가산디지털단지역점 가산디지털단지역점 가산동
와플대학 내발산 캠퍼스,내발산동,서울 강서구 수명로 82,5마곡역,654.0,293,35.0,74.0,33.0,6.0,59.0,5.0,2.0,11.0,12.0,4.0,27.0,60.0,2.0,3.0,5.0,와플대학 내발산캠퍼스 내발산동
LSY COFFEE,상도동,서울 동작구 양녕로 186,7상도역,716.0,35,26.0,13.0,7.0,4.0,8.0,1.0,0.0,2.0,0.0,0.0,2.0,13.0,0.0,0.0,1.0,엘에스와이커피 상도동
스타벅스 염창역점,염창동,서울 강서구 공항대로 627,9염창역,34.0,1368,2.0,6.0,5.0,3.0,1.0,4.0,91.0,39.0,74.0,25.0,45.0,23.0,19.0,11.0,8.0,스타벅스 염창역점 염창동
스타벅스 가든파이브점,문정동,서울 송파구 문정동 292,8장지역,533.0,238,7.0,54.0,50.0,31.0,24.0,13.0,8.0,7.0,13.0,9.0,8.0,12.0,3.0,15.0,3.0,스타벅스 가든파이브점 문정동
이디야커피 연대서문점,연희동,,,,68,30.0,10.0,14.0,4.0,7.0,4.0,11.0,3.0,4.0,0.0,1.0,16.0,0.0,1.0,2.0,이디야커피 연대서문점 연희동
매머드익스프레스 천호점,천호동,서울 강동구 올림픽로72길 25,58천호역,131.0,914,8.0,8.0,6.0,33.0,33.0,18.0,3.0,9.0,10.0,6.0,14.0,2.0,6.0,6.0,5.0,매머드익스프레스천호점 천호점 천호동
메가MGC커피 신길중앙점,신길동,서울 영등포구 도신로 234 1층 메가커피신길중앙점,15신길역,660.0,689,5.0,86.0,3.0,44.0,41.0,26.0,12.0,8.0,15.0,3.0,27.0,4.0,6.0,1.0,3.0,메가커피 신길중앙점 신길동
이디야커피 태평로점,서소문동,서울 중구 세종대로11길 26,12시청역,109.0,73,42.0,10.0,19.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,18.0,2.0,0.0,0.0,이디야커피 태평로점 서소문동
스타벅스 마포이마트점,신공덕동,서울 마포구 백범로 212,56공항경의중앙공덕역,77.0,817,0.0,5.0,6.0,77.0,85.0,45.0,39.0,19.0,26.0,9.0,22.0,18.0,21.0,48.0,7.0,스타벅스마포이마트점 마포이마트점 신공덕동
할리스 신정네거리역점,신정동,서울 양천구 중앙로 252,2신정네거리역,24.0,150,95.0,18.0,25.0,24.0,17.0,12.0,16.0,4.0,10.0,3.0,5.0,5.0,1.0,0.0,0.0,할리스커피신정네거리역점 신정네거리역점 신정동
이디야커피 신금호역점,금호동2가,서울 성동구 금호산길 64 1층 이디야커피,5신금호역,78.0,137,88.0,23.0,18.0,11.0,11.0,10.0,2.0,5.0,10.0,2.0,4.0,20.0,1.0,0.0,0.0,이디야커피신금호역점 신금호역점 금호동2가
커피공작소,신림동,서울 관악구 조원로 32 금용빌딩 안가맛집 기사식당 지하 1층,2구로디지털단지역,495.0,21,15.0,5.0,4.0,1.0,1.0,5.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,커피공작소 신림동
스타벅스 명동입구점,명동2가,서울 중구 남대문로 68-1,2을지로입구역,277.0,1230,5.0,4.0,8.0,7.0,4.0,7.0,62.0,49.0,78.0,40.0,33.0,28.0,45.0,0.0,8.0,스타벅스명동입구점 명동입구점 명동2가
이디야커피 홍대중앙점,서교동,서울 마포구 양화로 124,2공항경의중앙홍대입구역,276.0,209,5.0,42.0,54.0,31.0,35.0,25.0,14.0,4.0,13.0,1.0,6.0,32.0,0.0,1.0,2.0,이디야커피 홍대중앙점 서교동
빽다방 명일역점,명일동,서울 강동구 구천면로 418 1층1호,5명일역,120.0,189,8.0,30.0,57.0,15.0,5.0,5.0,0.0,8.0,2.0,0.0,11.0,56.0,1.0,0.0,4.0,빽다방명일역점 명일역점 명일동
언더그라운드 커피웍스,정릉동,,,,32,23.0,4.0,8.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,언더그라운드커피웍스 정릉동
유프카페 중앙대후문점,상도동,서울 동작구 흑석로 27 2층,7상도역,600.0,44,21.0,20.0,23.0,22.0,13.0,10.0,12.0,10.0,2.0,3.0,20.0,15.0,9.0,0.0,2.0,유프 상도동
리지트커피,이태원동,"서울 용산구 녹사평대로32길 33-1 1층, 2층",6이태원역,383.0,267,2.0,47.0,70.0,88.0,29.0,36.0,5.0,69.0,17.0,6.0,20.0,25.0,15.0,0.0,23.0,리지트커피 이태원동
이디야커피 목동파리공원점,목동,,,,121,57.0,38.0,37.0,14.0,19.0,12.0,2.0,0.0,1.0,2.0,1.0,22.0,0.0,0.0,0.0,이디야커피 목동파리공원점 목동
스타벅스 약수역점,신당동,서울 중구 다산로 129,36약수역,25.0,1239,2.0,8.0,6.0,0.0,5.0,97.0,77.0,43.0,82.0,43.0,41.0,53.0,17.0,5.0,17.0,스타벅스약수역점 약수역점 신당동
스타벅스 회현역점,회현동1가,서울 중구 퇴계로 72,4회현역,31.0,577,2.0,2.0,93.0,65.0,47.0,30.0,14.0,17.0,14.0,3.0,19.0,16.0,6.0,2.0,3.0,스타벅스회현역점 회현역점 회현동1가
은카롱,응암동,서울 은평구 응암로25길 9,6응암역,577.0,23,0.0,14.0,2.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,은카롱 응암동
쥬씨&차얌 화곡역점,화곡동,서울 강서구 화곡로 143 105호 쥬씨,5화곡역,210.0,442,0.0,91.0,6.0,17.0,22.0,10.0,4.0,8.0,4.0,2.0,26.0,0.0,2.0,1.0,3.0,쥬씨 강서화곡역점 화곡동
이디야커피 영등포본동점,영등포동,서울 영등포구 영신로19길 15,1영등포역,137.0,88,44.0,20.0,25.0,12.0,6.0,10.0,3.0,3.0,3.0,4.0,6.0,16.0,2.0,0.0,1.0,이디야커피영등포본동점 영등포본동점 영등포동
이디야커피 정릉아리랑점,정릉동,서울 성북구 북악산로 851 정릉2차 e편한세상아파트,우이신설정릉역,747.0,75,49.0,14.0,29.0,22.0,10.0,8.0,5.0,1.0,3.0,2.0,1.0,11.0,2.0,0.0,0.0,이디야커피정릉아리랑점 정릉아리랑점 정릉동
스타벅스 숭실대입구역점,상도동,서울 동작구 상도로 354,7숭실대입구역,178.0,1087,9.0,9.0,6.0,9.0,4.0,88.0,7.0,34.0,81.0,63.0,35.0,14.0,12.0,8.0,7.0,스타벅스숭실대입구역점 숭실대입구역점 상도동
쥬씨 가양대교점,등촌동,서울 강서구 양천로 500 노블리움오피스텔,9가양역,7.0,20,0.0,2.0,13.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,쥬씨가양대교점 가양대교점 등촌동
커피나무 방배카페골목점,방배동,서울 서초구 사평대로2길 20 석탑빌딩,9구반포역,583.0,78,34.0,16.0,22.0,19.0,7.0,10.0,4.0,1.0,8.0,2.0,8.0,12.0,2.0,0.0,0.0,커피나무 방배카페골목점 방배동
커피로만,한강로3가,서울 용산구 이촌로29길 8-9 1층,1경의중앙용산역,889.0,40,32.0,6.0,8.0,1.0,6.0,4.0,6.0,11.0,2.0,1.0,0.0,4.0,0.0,1.0,1.0,커피로만 한강로3가
22번가,신내동,,,,43,12.0,19.0,5.0,5.0,2.0,5.0,3.0,3.0,0.0,0.0,8.0,9.0,1.0,2.0,0.0,22번가 신내동
에스프레소 부티크,연남동,서울 마포구 연남로3길 7,2공항경의중앙홍대입구역,483.0,32,26.0,9.0,4.0,4.0,10.0,2.0,0.0,14.0,2.0,3.0,2.0,0.0,2.0,0.0,5.0,에스프레스부티끄 연남동
디리베,남대문로5가,서울 중구 후암로58길 21,14공항경의중앙서울역,181.0,24,10.0,5.0,3.0,3.0,1.0,6.0,2.0,4.0,4.0,0.0,2.0,4.0,1.0,0.0,3.0,디리베 남대문로5가
카페놀다,신수동,서울 마포구 신수로 61 우주빌딩,6광흥창역,119.0,49,29.0,13.0,9.0,7.0,6.0,5.0,5.0,4.0,3.0,2.0,3.0,6.0,0.0,2.0,0.0,카페놀다 신수동
스타벅스 현대디큐브B2점,신도림동,서울 구로구 신도림동 360-50,12신도림역,90.0,1834,4.0,7.0,5.0,9.0,6.0,99.0,43.0,53.0,49.0,38.0,46.0,39.0,11.0,82.0,10.0,스타벅스 현대디큐브B2점 신도림동
더치앤빈 가산롯데IT캐슬점,가산동,서울 금천구 가산디지털2로 98 101호,17가산디지털단지역,528.0,202,9.0,37.0,47.0,19.0,36.0,20.0,8.0,6.0,9.0,2.0,21.0,50.0,2.0,4.0,2.0,더치앤빈가산롯데IT 캐슬점 가산동
이디야커피 동묘역점,숭인동,서울 종로구 종로 354 1층 이디야커피,16동묘앞역,42.0,151,75.0,32.0,20.0,6.0,12.0,9.0,4.0,5.0,5.0,2.0,1.0,33.0,0.0,1.0,2.0,이디야커피 동묘역점 숭인동
스타벅스 새문안로점,신문로1가,서울 종로구 새문안로 92,5광화문역,172.0,1192,3.0,8.0,9.0,0.0,6.0,6.0,79.0,52.0,72.0,24.0,34.0,30.0,35.0,5.0,7.0,스타벅스새문안로점 새문안로점 신문로1가
더카페 교대역점,서초동,서울 서초구 서초중앙로22길 54 신포빌딩 1층,23교대역,189.0,65,37.0,13.0,9.0,8.0,8.0,7.0,3.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,0.0,더카페교대역점 교대역점 서초동
카페드아야,내발산동,서울 강서구 강서로52길 13,5발산역,67.0,99,62.0,31.0,27.0,23.0,17.0,12.0,2.0,9.0,1.0,2.0,8.0,18.0,1.0,0.0,2.0,카페드아야 내발산동
매머드익스프레스 매헌역점,양재동,서울 서초구 강남대로10길 41 금관빌딩 1층,신분당양재시민의숲역,296.0,182,99.0,37.0,46.0,21.0,22.0,0.0,3.0,1.0,0.0,0.0,7.0,86.0,0.0,2.0,1.0,MMTH양재시민의숲 양재동
이디야 가산에이스점,가산동,서울 금천구 가산디지털1로 196 에이스테크노타워10차 102호,17가산디지털단지역,266.0,96,66.0,33.0,34.0,8.0,16.0,3.0,1.0,2.0,6.0,0.0,4.0,12.0,0.0,0.0,1.0,이디야커피 가산에이스점 가산동
스타벅스 신촌오거리점,노고산동,서울 마포구 신촌로16길 10,2신촌역,157.0,1254,2.0,1.0,6.0,1.0,9.0,6.0,0.0,61.0,5.0,30.0,39.0,38.0,41.0,6.0,18.0,스타벅스 신촌오거리점 노고산동
할리스 수서점,수서동,서울 강남구 밤고개로1길 10 수서현대벤쳐빌,3수인분당수서역,43.0,200,0.0,28.0,40.0,23.0,28.0,35.0,23.0,12.0,20.0,1.0,9.0,10.0,5.0,3.0,1.0,할리스커피 수서점 수서동
스타벅스 중구저동점,저동2가,서울 중구 수표로 34,23을지로3가역,229.0,1349,1.0,0.0,5.0,7.0,9.0,0.0,59.0,79.0,96.0,38.0,29.0,28.0,28.0,7.0,22.0,스타벅스중구저동점 중구저동점 저동2가
그라치아,마천동,서울 송파구 마천로51길 24,5마천역,148.0,78,62.0,15.0,17.0,15.0,11.0,10.0,0.0,11.0,1.0,4.0,2.0,15.0,0.0,0.0,2.0,카페그라치아 마천동
더커피로드,성수동1가,,,,19,5.0,8.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,더블랙더치커피 성수동1가
빽다방 신림역2호점,신림동,서울 관악구 신림로 322 1층,2신림신림역,113.0,596,5.0,89.0,8.0,52.0,38.0,11.0,5.0,6.0,10.0,1.0,21.0,9.0,4.0,2.0,2.0,빽다방신림역2호점 신림역2호점 신림동
쥬씨 뚝섬역점,성수동1가,서울 성동구 상원길 39,2뚝섬역,90.0,167,0.0,33.0,1.0,9.0,18.0,2.0,3.0,2.0,2.0,2.0,9.0,67.0,1.0,4.0,1.0,쥬씨뚝섬역점 뚝섬역점 성수동1가
아로이커피 증산역점,증산동,서울 은평구 증산로 319,6증산역,120.0,146,59.0,29.0,40.0,15.0,15.0,19.0,11.0,7.0,10.0,11.0,4.0,12.0,2.0,1.0,3.0,아로이커피 증산동
스타벅스 신당역사거리점,흥인동,서울 중구 다산로 258,26신당역,22.0,1224,8.0,9.0,0.0,9.0,1.0,4.0,67.0,56.0,4.0,49.0,42.0,37.0,16.0,16.0,11.0,스타벅스 신당역사거리점 흥인동
신옛찻집,관훈동,서울 종로구 인사동길 47-8,3안국역,306.0,109,0.0,30.0,23.0,10.0,8.0,22.0,4.0,39.0,2.0,3.0,8.0,2.0,2.0,0.0,6.0,옛찻집 관훈동
일커피 삼성점,삼성동,서울 강남구 봉은사로112길 12 1층 iL coffeee,9봉은사역,422.0,156,1.0,16.0,28.0,18.0,6.0,6.0,1.0,3.0,3.0,1.0,8.0,41.0,2.0,2.0,1.0,일커피 삼성동
카페포레,구로동,,,,101,62.0,58.0,23.0,42.0,27.0,28.0,6.0,35.0,12.0,4.0,4.0,6.0,30.0,11.0,12.0,카페포레 구로동
연춘커피,갈현동,서울 은평구 연서로21길 8,6구산역,391.0,17,14.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,연춘커피 갈현동
도씨네커피,봉천동,서울 관악구 남부순환로 1679 2층 도씨네커피,2봉천역,359.0,25,12.0,6.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,도씨네커피 봉천동
와플대학 길음역캠퍼스,길음동,서울 성북구 동소문로 248 삼부아파트상가 105동 1층9호,4길음역,66.0,233,31.0,66.0,25.0,3.0,32.0,4.0,1.0,4.0,5.0,0.0,12.0,49.0,2.0,2.0,0.0,와플대학 길음역캠퍼스 길음동
그레이우드커피,용답동,서울 성동구 자동차시장1길 85 js빌딩 1층 그레이우드커피,5장한평역,283.0,64,35.0,19.0,16.0,14.0,10.0,0.0,0.0,2.0,3.0,1.0,3.0,11.0,0.0,1.0,0.0,그레이우드커피 용답동
마스터그레이드커피,신정동,서울 양천구 목동로25길 2,5목동역,185.0,77,47.0,13.0,18.0,10.0,5.0,7.0,6.0,3.0,9.0,1.0,5.0,10.0,0.0,0.0,0.0,마스터그레이드커피 신정동
빌리엔젤 마곡점,마곡동,서울 강서구 마곡동로 62 1층 빌리엔젤,5발산역,442.0,375,87.0,62.0,65.0,9.0,57.0,27.0,7.0,40.0,0.0,6.0,40.0,8.0,12.0,12.0,9.0,빌리엔젤 마곡점 마곡동
모코커피창고,상도1동,서울 동작구 상도로37길 31 1층 모코커피창고,7상도역,332.0,57,41.0,8.0,9.0,3.0,8.0,3.0,0.0,5.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,모코커피창고 상도1동
이디야커피 신월5동점,신월동,,,,167,72.0,34.0,35.0,23.0,30.0,28.0,17.0,13.0,18.0,6.0,9.0,29.0,3.0,1.0,3.0,이디야커피 신월5동점 신월동
드디어커피 마곡점,마곡동,서울 강서구 강서로 447 1층 112호,9양천향교역,274.0,33,17.0,6.0,15.0,6.0,3.0,4.0,1.0,4.0,2.0,0.0,3.0,4.0,0.0,0.0,2.0,드디어커피 마곡점 마곡동
모프커피앤베이크샵,신길동,서울 영등포구 신길로 119 신길뉴타운 한화꿈에그린 상가 1층,7신풍역,336.0,74,41.0,16.0,27.0,44.0,21.0,8.0,15.0,8.0,12.0,5.0,9.0,8.0,1.0,3.0,5.0,모프커피앤베이크샵 신길동
