name,search_name,address,road_address,near_station,station_distance,total_review,"""커피가 맛있어요""","""친절해요""","""음료가 맛있어요""","""디저트가 맛있어요""","""매장이 청결해요""","""대화하기 좋아요""","""집중하기 좋아요""","""인테리어가 멋져요""","""좌석이 편해요""","""화장실이 깨끗해요""","""특별한 메뉴가 있어요""","""가성비가 좋아요""","""뷰가 좋아요""","""주차하기 편해요""","""사진이 잘 나와요""",same
뉴욕핫도그앤커피서울마포대흥역점 서울마포대흥역점,뉴욕핫도그앤커피 마포대흥역점,염리동,서울 마포구 숭문길 12,6대흥역,354m,34,,15.0,,,6.0,,,1.0,,1.0,4.0,8.0,1.0,1.0,,False
조이커피,조이커피,성내동,서울 강동구 천호대로162길 34 1층 114호 조이커피,58천호역,455m,51,38.0,9.0,12.0,3.0,7.0,6.0,1.0,,3.0,,2.0,5.0,,1.0,,True
할리스커피홍대역점 홍대역점,할리스 홍대입구역점,동교동,서울 마포구 양화로 151 1층,2공항경의중앙홍대입구역,45m,1222,3.0,6.0,7.0,4.0,6.0,9.0,4.0,79.0,2.0,53.0,42.0,53.0,18.0,3.0,10.0,False
리틀비틀 아현점,비틀비틀,아현동,서울 중구 만리재로 205-1 1층,14공항경의중앙서울역,427m,61,,25.0,,,7.0,,,,,,,,,,,False
빌리프커피로스터스,빌리프커피로스터스,서교동,서울 마포구 양화로11길 50 1층,26합정역,237m,347,3.0,48.0,67.0,6.0,38.0,62.0,29.0,72.0,25.0,27.0,18.0,14.0,5.0,2.0,17.0,True
이디야커피 녹번동점,이디야커피 녹번동점,녹번동,서울 은평구 진흥로 156 신명빌딩,36불광역,322m,224,3.0,46.0,55.0,16.0,13.0,24.0,6.0,5.0,7.0,3.0,4.0,40.0,3.0,1.0,,True
더버스스탑,더버스스탑,성내동,서울 강동구 양재대로87길 35,5둔촌동역,440m,24,7.0,3.0,10.0,1.0,2.0,1.0,,1.0,1.0,,2.0,14.0,,,,True
나인카페,나인카페,성내동,서울 강동구 천호대로 1078 1층 101호 B호,5강동역,65m,29,17.0,6.0,1.0,2.0,8.0,3.0,2.0,1.0,2.0,2.0,,8.0,1.0,,,True
커피볶는김판다,커피볶는김판다,대치동,서울 강남구 삼성로 324,3대치역,820m,25,19.0,3.0,4.0,5.0,,2.0,1.0,1.0,,,2.0,2.0,,,,True
요거프레소 상계백병원점,요거프레소 상계백병원점,상계동,서울 노원구 동일로 1345,7중계역,404m,85,39.0,21.0,23.0,18.0,4.0,9.0,5.0,,2.0,,2.0,5.0,1.0,1.0,,True
아벨라,아벨라,청파동2가,서울 용산구 청파로47길 14-6,4숙대입구역,290m,47,27.0,19.0,13.0,13.0,3.0,9.0,3.0,4.0,2.0,,6.0,3.0,1.0,,5.0,True
보헤미안박이추커피공장,보헤미안박이추커피,상암동,,,,1262,9.0,8.0,5.0,8.0,1.0,89.0,16.0,96.0,60.0,72.0,0.0,32.0,5.0,5.0,42.0,False
이디야커피 대방역점,이디야커피 대방역점,대방동,서울 동작구 노량진로 24 한신빌딩,1신림대방역,84m,103,49.0,29.0,26.0,7.0,15.0,9.0,5.0,5.0,2.0,,1.0,14.0,1.0,1.0,,True
놀숲 마곡발산점,놀숲 마곡발산점,마곡동,서울 강서구 마곡중앙6로 93 열린프라자 8층 806호,5발산역,141m,46,,17.0,,,15.0,,,,,4.0,,7.0,,2.0,,True
조엘커피,조엘커피,석촌동,,,,12,8.0,8.0,3.0,,4.0,2.0,1.0,2.0,,,,6.0,,1.0,,True
빽다방이태원점 이태원점,빽다방 이태원점,이태원동,서울 용산구 보광로59길 37 1층,6이태원역,256m,125,63.0,16.0,25.0,12.0,4.0,2.0,,1.0,1.0,2.0,5.0,45.0,1.0,2.0,1.0,False
프리모커피,프리모 커피,원효로3가,서울 용산구 원효로41길 12 1층 (원효로 3가),1경의중앙용산역,695m,70,37.0,17.0,18.0,7.0,6.0,8.0,1.0,1.0,10.0,1.0,1.0,11.0,,1.0,,False
코드이스케이프 가로수길,코드이스케이프 가로수길,신사동,서울 강남구 도산대로13길 14 다모빌딩 5층,3신분당신사역,391m,14,,11.0,,,,,,,,,,1.0,,,,True
팔이커피,82 coffee,논현동,서울 강남구 학동로38길 48,7학동역,417m,23,10.0,3.0,5.0,2.0,5.0,2.0,,,1.0,,3.0,6.0,1.0,,2.0,False
스타벅스 아시아선수촌점,스타벅스 아시아선수촌점,잠실동,서울 송파구 백제고분로 69,29종합운동장역,254m,1325,0.0,0.0,3.0,3.0,9.0,4.0,53.0,41.0,70.0,46.0,46.0,34.0,35.0,10.0,9.0,True
이디야커피 목3동점,이디야커피 목3동점,목동,서울 양천구 목동중앙북로 38 롯데캐슬위너아파트,9등촌역,235m,134,64.0,39.0,42.0,22.0,19.0,23.0,12.0,4.0,12.0,,4.0,22.0,,,,True
카페 인중독미아점,카페인중독 미아점,미아동,서울 강북구 오패산로30길 55,4미아사거리역,539m,37,13.0,3.0,14.0,30.0,1.0,,,,,,17.0,13.0,,,,False
뉴욕솜사탕,뉴욕솜사탕 종로타워점,종로2가,서울 종로구 종로 51,1종각역,51m,57,19.0,15.0,15.0,12.0,9.0,3.0,,1.0,1.0,1.0,6.0,13.0,,2.0,,False
칼레오커피,칼레오커피로스터스,자양동,서울 광진구 아차산로 291,27건대입구역,402m,91,77.0,21.0,14.0,3.0,11.0,1.0,1.0,7.0,,,4.0,13.0,,,1.0,False
카페레브,카페레브,신림동,서울 관악구 호암로22길 55 1층,신림서울대벤처타운역,523m,96,56.0,15.0,18.0,3.0,6.0,7.0,19.0,10.0,4.0,,2.0,19.0,3.0,,,True
데일리3커피,데일리3커피,서초동,서울 서초구 사임당로 105,23교대역,843m,59,35.0,6.0,28.0,14.0,6.0,3.0,2.0,9.0,,,1.0,6.0,1.0,,2.0,True
딥다이브,딥다이브,방배동,서울 서초구 방배천로18길 36-5 1층,47이수역,496m,100,56.0,7.0,19.0,27.0,6.0,6.0,5.0,16.0,1.0,4.0,12.0,6.0,1.0,,4.0,True
스타벅스 서강대흥역점,스타벅스 서강대흥역점,대흥동,서울 마포구 백범로 89-5,6대흥역,10m,1094,3.0,5.0,6.0,4.0,0.0,96.0,1.0,52.0,94.0,36.0,32.0,27.0,40.0,12.0,7.0,True
룩아워티WITH한삼인 서대문점,룩아워티with한삼인 서대문점,충정로1가,서울 중구 통일로 120 농협은행 1F,5서대문역,21m,40,18.0,9.0,10.0,3.0,7.0,5.0,1.0,4.0,5.0,3.0,6.0,5.0,,1.0,,False
카페코나퀸즈 마포점,카페코나퀸즈 마포점,도화동,서울 마포구 마포대로 34 도원빌딩,5마포역,23m,56,32.0,9.0,12.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,8.0,,,1.0,True
카페메이빈,카페 메이빈,장지동,,,,31,15.0,5.0,8.0,13.0,2.0,3.0,1.0,2.0,,,5.0,4.0,3.0,1.0,3.0,False
보까,카페보까,당산동1가,서울 영등포구 당산로20길 9-4,25영등포구청역,155m,53,34.0,5.0,7.0,6.0,2.0,4.0,2.0,,2.0,,1.0,3.0,,,,False
엘크레,엘크레,신사동,서울 강남구 도산대로15길 41 1층 엘크레,3신분당신사역,649m,409,,7.0,,,67.0,,,,,,,,,,,True
달콤바스켓 바스켓,달콤바스켓,상계동,서울 노원구 동일로241가길 52 스위트리아 102동 1층,7수락산역,327m,22,4.0,10.0,5.0,13.0,4.0,,1.0,3.0,,,2.0,5.0,,,3.0,False
커피빈 삼성전자강남사옥점,커피빈 삼성전자강남사옥점,서초동,서울 서초구 서초대로74길 11 삼성전자 서초사옥,2신분당강남역,102m,61,38.0,12.0,11.0,9.0,9.0,1.0,,1.0,,,2.0,2.0,,4.0,,True
달콤커피 한남동점,달콤커피 한남동점,한남동,서울 용산구 한남대로21길 32,경의중앙한남역,615m,93,41.0,27.0,22.0,17.0,7.0,20.0,2.0,3.0,9.0,4.0,8.0,8.0,1.0,,1.0,True
이디야커피 강남논현학동점,이디야커피 강남논현학동점,논현동,서울 강남구 논현로131길 28 1층,7학동역,259m,356,3.0,72.0,82.0,33.0,47.0,40.0,16.0,17.0,23.0,4.0,16.0,66.0,5.0,3.0,5.0,True
매머드커피익스프레스 문래점,매머드익스프레스 문래점,문래동3가,서울 영등포구 선유로 76 동국메뜨리앙,2문래역,561m,468,7.0,71.0,80.0,16.0,34.0,4.0,1.0,7.0,4.0,2.0,12.0,2.0,5.0,,2.0,False
카페리빈강남,카페리빈 역삼신한카드점,역삼동,서울 강남구 역삼로 176,2역삼역,649m,146,9.0,17.0,81.0,42.0,70.0,23.0,2.0,7.0,29.0,1.0,4.0,10.0,,1.0,2.0,False
이디야커피 신월7동점,이디야커피 신월7동점,신월동,,,,100,50.0,31.0,23.0,19.0,14.0,13.0,2.0,2.0,5.0,,3.0,17.0,,,,True
카페로드,카페로드,방이동,서울 송파구 위례성대로16길 14 청나빌딩,5방이역,502m,78,56.0,20.0,17.0,19.0,13.0,21.0,9.0,9.0,9.0,2.0,4.0,8.0,1.0,3.0,1.0,True
다눔카페,다눔카페,장충동2가,서울 중구 동호로25길 33 1층,3동대입구역,361m,71,47.0,46.0,39.0,15.0,33.0,20.0,34.0,14.0,3.0,15.0,6.0,25.0,2.0,,4.0,True
오스타커피,5스타커피 셀렉트샵 서울숲점,논현동,서울 성동구 서울숲2길 8,2뚝섬역,634m,53,39.0,7.0,14.0,2.0,2.0,,,1.0,,,5.0,2.0,1.0,1.0,1.0,False
커피빈 코리아영동고앞점,커피빈 영동고앞점,논현동,서울 강남구 선릉로 749 은산빌딩,7수인분당강남구청역,469m,406,0.0,1.0,59.0,48.0,47.0,53.0,26.0,11.0,28.0,14.0,10.0,10.0,10.0,5.0,4.0,False
스타벅스올림픽공원남문점 올림픽공원남문점,스타벅스 올림픽공원남문점,방이동,서울 송파구 위례성대로 102,9한성백제역,664m,326,0.0,23.0,35.0,52.0,19.0,21.0,6.0,26.0,7.0,3.0,10.0,6.0,10.0,,4.0,False
스타벅스 삼성서울병원점,스타벅스 강북삼성병원점,일원동,서울 종로구 새문안로 29,5서대문역,346m,253,9.0,71.0,56.0,36.0,49.0,17.0,6.0,11.0,12.0,21.0,9.0,4.0,12.0,12.0,3.0,False
이디야커피 우림시장점,이디야커피 우림시장점,망우동,,,,332,9.0,89.0,1.0,39.0,40.0,34.0,19.0,4.0,23.0,14.0,10.0,37.0,2.0,,2.0,True
카페 건강휴,갤러리카페 휴,신림동,서울 관악구 난곡로66가길 17 201호,2신대방역,502m,111,58.0,47.0,30.0,35.0,31.0,35.0,10.0,29.0,31.0,3.0,28.0,16.0,20.0,5.0,8.0,False
커피빈코리아선릉로93길점 코리아선릉로93길점,커피빈 선릉로93길점,역삼동,서울 강남구 선릉로93길 6,2수인분당선릉역,114m,374,2.0,70.0,82.0,42.0,58.0,67.0,17.0,18.0,27.0,18.0,16.0,11.0,5.0,4.0,5.0,False
더벤티 발산역점,더벤티 강서구청사거리점,등촌동,서울 강서구 화곡로64길 2 경동미르웰한올림 1층 101호,9가양역,392m,549,6.0,97.0,6.0,35.0,54.0,15.0,6.0,16.0,4.0,4.0,30.0,0.0,7.0,4.0,4.0,False
더리터 신림점,더리터 신림점,신림동,서울 관악구 신림로71길 46,신림당곡역,377m,162,69.0,16.0,33.0,4.0,11.0,1.0,,1.0,1.0,,2.0,94.0,,,1.0,True
투썸플레이스 동양미래대점,투썸플레이스 동양미래대점,고척동,서울 구로구 경인로47길 34-1,1구일역,709m,305,1.0,53.0,52.0,99.0,58.0,31.0,27.0,31.0,33.0,18.0,13.0,12.0,10.0,2.0,6.0,True
스타벅스코엑스사거리점 코엑스사거리점,스타벅스 코엑스사거리점,삼성동,서울 강남구 영동대로 616,9봉은사역,68m,1160,6.0,5.0,5.0,8.0,1.0,2.0,66.0,68.0,81.0,32.0,48.0,37.0,41.0,31.0,22.0,False
카페마마스 청계천점,카페마마스 센터원점,수하동,서울 중구 을지로5길 26 미래에셋센터원빌딩 1F,2을지로입구역,265m,799,,6.0,,,68.0,,,59.0,,15.0,6.0,19.0,45.0,37.0,,False
어거스트,어거스트,염창동,서울 강서구 양천로 607 1층 August,9증미역,355m,45,26.0,16.0,13.0,9.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,,,1.0,True
러빙헛카페,러빙헛 카페,개포동,,,,50,6.0,11.0,8.0,9.0,6.0,3.0,,,2.0,,29.0,12.0,,,,False
토프레소개봉점 개봉점,토프레소 개봉점,개봉동,서울 구로구 개봉로 59,1개봉역,589m,21,8.0,5.0,8.0,3.0,2.0,3.0,1.0,1.0,3.0,,1.0,5.0,,,,False
커피온리논현 아이파크점,커피온리 논현아이파크점,논현동,서울 강남구 언주로 615 논현아이파크 103동 지하1층 B115호,9언주역,482m,76,31.0,15.0,19.0,5.0,6.0,1.0,1.0,1.0,,1.0,1.0,27.0,1.0,4.0,1.0,False
할리스커피 강남대로논현,할리스 강남대로논현점,논현동,서울 강남구 강남대로 520 영동빌딩 1층,7신분당논현역,143m,309,8.0,60.0,74.0,42.0,60.0,60.0,58.0,24.0,59.0,11.0,17.0,9.0,3.0,1.0,6.0,False
할리스커피 망우점,할리스 망우점,망우동,서울 중랑구 망우로 470 1층 (망우동),경의중앙양원역,983m,182,97.0,53.0,37.0,34.0,50.0,22.0,23.0,24.0,26.0,21.0,10.0,16.0,1.0,4.0,,False
스타벅스 서교동사거리점,스타벅스 서교동사거리점,서교동,서울 마포구 양화로 105,26합정역,391m,1321,9.0,7.0,6.0,7.0,1.0,8.0,88.0,73.0,6.0,32.0,59.0,42.0,14.0,15.0,18.0,True
빽다방한양대점 한양대점,빽다방 한양대점,행당동,서울 성동구 마조로 21 1층,25경의중앙수인분당왕십리역,293m,268,4.0,45.0,56.0,20.0,12.0,8.0,7.0,4.0,,1.0,8.0,1.0,1.0,,3.0,False
일야에스프레소,일야커피,염리동,서울 마포구 독막로 312,56공항경의중앙공덕역,391m,67,52.0,20.0,13.0,3.0,12.0,12.0,4.0,5.0,15.0,1.0,6.0,3.0,,4.0,,False
빽다방 반포고투몰점,빽다방 반포고투몰점,반포동,서울 서초구 신반포로 200 강남터미널지하쇼핑몰,379고속터미널역,278m,790,6.0,86.0,9.0,56.0,19.0,13.0,7.0,5.0,5.0,5.0,31.0,4.0,2.0,1.0,4.0,True
아야커피,아야커피,역삼동,서울 강남구 언주로94길 11 1층,2수인분당선릉역,539m,77,61.0,14.0,11.0,6.0,12.0,2.0,2.0,7.0,1.0,,10.0,8.0,,,2.0,True
메가엠지씨커피 영등포역점,메가MGC커피 영등포역남부점,영등포동3가,서울 영등포구 영신로19길 26-1,1영등포역,222m,674,1.0,0.0,4.0,55.0,39.0,24.0,11.0,3.0,20.0,5.0,10.0,1.0,2.0,,3.0,False
별이네커피집,별이네 커피집,화곡동,서울 강서구 곰달래로25길 63,25까치산역,214m,124,70.0,58.0,38.0,18.0,27.0,19.0,23.0,33.0,17.0,14.0,5.0,9.0,1.0,,7.0,False
커피스미스,커피스미스 홍대점,서교동,서울 마포구 와우산로 82,6상수역,440m,46,18.0,4.0,11.0,5.0,3.0,10.0,7.0,5.0,2.0,1.0,3.0,2.0,4.0,,2.0,False
Thursdaycoffe,Thursday coffee,문정동,서울 송파구 동남로2길 16-1,8문정역,171m,24,16.0,10.0,6.0,,7.0,7.0,4.0,2.0,2.0,1.0,1.0,1.0,,,1.0,False
떼루와 롯데아울렛점,떼루와 가산롯데아울렛점,가산동,서울 금천구 벚꽃로 278 SJ테크노빌 104호,17가산디지털단지역,119m,98,,18.0,59.0,6.0,6.0,4.0,,,1.0,1.0,3.0,39.0,,2.0,,False
서울에스프레소,서울에스프레소,성수동1가,서울 성동구 왕십리로 64,수인분당서울숲역,69m,75,51.0,13.0,12.0,,3.0,2.0,1.0,2.0,,1.0,2.0,13.0,,,1.0,True
투썸플레이스광화문점 광화문점,투썸플레이스 광화문점,신문로1가,서울 종로구 새문안로 85,5광화문역,255m,901,2.0,4.0,9.0,7.0,0.0,1.0,8.0,64.0,8.0,50.0,34.0,31.0,35.0,5.0,9.0,False
카페휴,카페휴,도곡동,,,,159,79.0,45.0,34.0,19.0,29.0,23.0,9.0,16.0,15.0,5.0,4.0,21.0,7.0,2.0,3.0,True
메르시,메르시,구로동,서울 구로구 새말로9길 46,1구로역,549m,47,23.0,11.0,15.0,7.0,3.0,2.0,3.0,6.0,,,1.0,1.0,1.0,,2.0,True
씨벨커피,씨벨커피,논현동,서울 강남구 논현로136길 26 1층 카페 cbellcoffee,7학동역,207m,55,33.0,11.0,10.0,6.0,6.0,7.0,,16.0,3.0,,7.0,,,,3.0,True
카페조이,카페조이,성수동2가,서울 성동구 아차산로11길 11 105호,2성수역,282m,123,72.0,40.0,32.0,9.0,22.0,13.0,3.0,6.0,4.0,2.0,7.0,28.0,3.0,1.0,3.0,True
세컨드브레스,세컨브레스,양재동,"서울 서초구 양재천로 95-2 태영빌딩 1층, 세컨브레스",신분당양재시민의숲역,697m,209,99.0,40.0,49.0,39.0,30.0,22.0,13.0,39.0,3.0,11.0,15.0,9.0,64.0,2.0,27.0,False
로지커피,로지커피,원효로1가,서울 용산구 백범로87길 48-5,1남영역,402m,24,12.0,5.0,5.0,6.0,4.0,5.0,3.0,10.0,2.0,,5.0,2.0,1.0,,4.0,True
공차 동대문디자인플라자점,공차 동대문디자인플라자점,을지로7가,서울 중구 을지로 281 14-5호 지하 2층 디자인장터 안,245동대문역사문화공원역,317m,548,,67.0,1.0,29.0,40.0,44.0,10.0,9.0,33.0,13.0,34.0,23.0,3.0,13.0,4.0,True
카페가비애,카페 가비애,서교동,서울 마포구 와우산로 147-1 1층과 2층,2공항경의중앙홍대입구역,395m,401,4.0,2.0,2.0,30.0,57.0,31.0,98.0,29.0,35.0,35.0,15.0,26.0,17.0,1.0,7.0,False
빽다방종로관철점 종로관철점,빽다방 종로관철점,관철동,서울 종로구 종로10길 21,1종각역,162m,273,3.0,53.0,67.0,35.0,7.0,5.0,2.0,5.0,3.0,,7.0,82.0,3.0,2.0,3.0,False
방배목장,방배목장,방배동,서울 서초구 방배로42길 11,9구반포역,902m,11,4.0,3.0,4.0,4.0,1.0,,,,,,3.0,,,,,True
아르넬ARENEL,아르넬,신사동,서울 강남구 압구정로4길 14-10 1층,3신분당신사역,611m,13,,8.0,,,,,,,,,,,,,,False
북카페뉴스타파,북카페 뉴스타파,필동2가,서울 중구 퇴계로 212-13 뉴스타파함께센터 1층,34충무로역,83m,34,19.0,7.0,2.0,2.0,6.0,7.0,4.0,1.0,2.0,,,2.0,,,1.0,False
파스쿠찌국악고점 국악고점,파스쿠찌 국악고점,개포동,,,,173,81.0,29.0,39.0,20.0,10.0,18.0,4.0,3.0,19.0,4.0,3.0,8.0,1.0,18.0,1.0,False
스타벅스 목동역점,스타벅스 목동역점,신정동,서울 양천구 목동로 203,5목동역,24m,1360,8.0,3.0,5.0,1.0,3.0,4.0,81.0,60.0,74.0,27.0,50.0,39.0,12.0,21.0,13.0,True
이디야커피동소문동점 동소문동점,이디야커피 동소문동점,동소문동4가,서울 성북구 동소문로13길 5,4우이신설성신여대입구역,290m,134,67.0,55.0,27.0,11.0,25.0,8.0,13.0,4.0,3.0,10.0,3.0,23.0,1.0,1.0,,False
빽다방종암사거리점 종암사거리점,빽다방 종암사거리점,종암동,서울 성북구 종암로 132 종암우림카이저팰리스,6월곡역,801m,237,2.0,37.0,49.0,16.0,12.0,6.0,3.0,9.0,2.0,,18.0,88.0,2.0,1.0,,False
투썸플레이스우장산역점 우장산역점,투썸플레이스 우장산역점,내발산동,서울 강서구 강서로 259,5우장산역,12m,333,3.0,33.0,58.0,4.0,40.0,32.0,20.0,26.0,23.0,,11.0,4.0,3.0,1.0,3.0,False
빽다방천호역로데오점 천호역로데오점,빽다방 천호역로데오점,천호동,서울 강동구 올림픽로70길 57,58천호역,271m,195,6.0,32.0,51.0,14.0,14.0,3.0,,4.0,2.0,,4.0,58.0,2.0,,1.0,False
선주카페,까사드선주,자양동,,,,82,4.0,46.0,2.0,,32.0,2.0,,17.0,,,38.0,7.0,1.0,2.0,4.0,False
할리스커피 종로코리안리빌딩점,할리스 종로코리안리빌딩점,수송동,서울 종로구 종로5길 68,5광화문역,415m,110,70.0,8.0,27.0,15.0,17.0,13.0,7.0,6.0,3.0,1.0,4.0,4.0,1.0,2.0,,False
커피스미스 한림대강남성심병원점,커피스미스 한림대강남성심병원점,대림동,서울 영등포구 시흥대로 665 신관1동 1층,2신대방역,791m,45,32.0,4.0,4.0,3.0,5.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,,1.0,,True
콩볶는고양이똥,고양이똥,등촌동,서울 강서구 공항대로59가길 13,9등촌역,135m,275,,44.0,,,23.0,,,72.0,,11.0,54.0,9.0,8.0,,,False
토프레소양평동사거리점 양평동사거리점,토프레소 양평동사거리점,당산동6가,서울 영등포구 양평로12가길 2,29당산역,266m,76,45.0,14.0,12.0,9.0,4.0,6.0,1.0,5.0,2.0,,3.0,9.0,1.0,,,False
고이,고이커피,가회동,서울 종로구 북촌로 64-2,3안국역,617m,54,43.0,12.0,8.0,4.0,5.0,11.0,5.0,4.0,1.0,1.0,2.0,3.0,4.0,,1.0,False
이디야커피 여의도역점,이디야커피 여의도역점,여의도동,서울 영등포구 의사당대로 108 아일렉스상가 지하1층,59여의도역,8m,211,2.0,19.0,47.0,22.0,24.0,27.0,16.0,3.0,31.0,3.0,3.0,39.0,1.0,1.0,,True
카페언더24,언더투에니포,종로6가,서울 종로구 종로40길 9 은하수빌딩 2층,14동대문역,218m,133,69.0,25.0,28.0,20.0,10.0,22.0,7.0,6.0,9.0,4.0,8.0,22.0,,1.0,1.0,False
공차화곡역점 화곡역점,공차 화곡역점,화곡동,서울 강서구 화곡로 142 메가박스 1층 공차 화곡역점,5화곡역,246m,773,,0.0,8.0,37.0,82.0,49.0,17.0,15.0,26.0,5.0,42.0,30.0,3.0,14.0,6.0,False
빽다방중랑역동부시장점 중랑역동부시장점,빽다방 중랑역동부시장점,상봉동,서울 중랑구 망우로32길 14,경의중앙경춘중랑역,260m,327,8.0,66.0,62.0,20.0,25.0,4.0,2.0,1.0,7.0,,14.0,6.0,2.0,,,False
아티제청담제일점 청담제일점,아티제 청담제일점,청담동,서울 강남구 영동대로 726 제일정형외과병원,7청담역,285m,374,1.0,50.0,50.0,5.0,66.0,25.0,12.0,23.0,11.0,2.0,26.0,13.0,10.0,6.0,3.0,False
카페이유,카페이유,신월동,,,,84,68.0,14.0,22.0,13.0,10.0,17.0,6.0,17.0,2.0,1.0,5.0,2.0,2.0,1.0,9.0,True
커피에반하다 당곡사거리점,커피에반하다 당곡사거리점,봉천동,서울 관악구 보라매로 4 태영빌딩,신림당곡역,3m,51,18.0,17.0,5.0,1.0,4.0,4.0,1.0,,1.0,1.0,,18.0,,,,True
커피사피엔스 법조타운점,커피사피엔스법조타운점,문정동,서울 송파구 법원로11길 25 a동 101호,8문정역,684m,128,63.0,16.0,45.0,14.0,6.0,4.0,1.0,1.0,1.0,,14.0,20.0,2.0,1.0,1.0,False
할리스커피한양대시티빌점 한양대시티빌점,할리스 한양대시티빌점,행당동,서울 성동구 마조로1가길 9,25경의중앙수인분당왕십리역,137m,127,59.0,23.0,36.0,21.0,15.0,16.0,16.0,4.0,13.0,5.0,6.0,5.0,,2.0,1.0,False
여왕의브런치,여왕의브런치,역삼동,,,,12,,1.0,,,,,,1.0,,,,1.0,,,,True
빽다방을지로입구역점 을지로입구역점,빽다방 을지로입구역점,다동,서울 중구 남대문로9길 10 1층,2을지로입구역,99m,302,5.0,61.0,80.0,31.0,20.0,17.0,1.0,3.0,3.0,1.0,14.0,94.0,,,,False
빽다방반포고투몰2호점 반포고투몰2호점,빽다방 반포고투몰2호점,반포동,서울 서초구 신반포로 200 강남터미널지하쇼핑몰,7반포역,172m,733,7.0,63.0,0.0,57.0,14.0,9.0,3.0,9.0,5.0,6.0,34.0,7.0,4.0,4.0,2.0,False
쥬씨&차얌 상계역점,쥬씨 차얌 상계역점,중계동,서울 노원구 한글비석로20길 23-1 1층,4상계역,48m,230,,55.0,7.0,8.0,17.0,1.0,1.0,1.0,,1.0,17.0,96.0,1.0,,1.0,False
쥬씨차얌신촌 이마트점,쥬씨 차얌 신촌이마트점,노고산동,서울 마포구 신촌로 94 지하2층 쥬씨 차얌,2신촌역,48m,163,,23.0,92.0,4.0,10.0,2.0,2.0,3.0,1.0,,3.0,83.0,2.0,,2.0,False
쥬씨차얌 뚝섬유원지점,쥬씨 차얌 뚝섬유원지점,자양동,서울 광진구 능동로 18,7뚝섬유원지역,164m,494,,52.0,8.0,24.0,16.0,6.0,,3.0,2.0,3.0,12.0,3.0,3.0,1.0,1.0,False
모리티아,모리티아,성수동2가,서울 성동구 아차산로5길 10 1층 모리티아,2뚝섬역,383m,158,70.0,32.0,44.0,35.0,24.0,20.0,6.0,40.0,9.0,5.0,12.0,6.0,2.0,13.0,9.0,True
글라세라떼,글라세라떼,신문로2가,서울 종로구 새문안로 46 신문로교회,5서대문역,419m,240,9.0,34.0,46.0,11.0,8.0,1.0,,,,,15.0,79.0,3.0,,,True
빽다방서울과기대점 서울과기대점,빽다방 서울과기대점,공릉동,서울 노원구 공릉로 217 1층 빽다방 서울과기대점,7공릉역,635m,170,90.0,21.0,40.0,14.0,3.0,2.0,3.0,1.0,3.0,1.0,4.0,56.0,,,3.0,False
